name,street_address,price,cuisine,rating
Patisserie Glace,"Icon Village, 12 Gopeng St #01-33/34",$11 - $20,Japanese,4
Pattaya Garden Restaurant,140 Changi Road,$11 - $20,Thai,4.5
Peach Blossoms,"Marina Mandarin Singapore, 6 Raffles Boulevard Level 5",$31 - $50,Cantonese/Hong Kong,3.5
Peach Garden Noodle House,"Gardens By The Bay, 18 Marina Gardens Drive (Supertree Dining)",$11 - $20,Cantonese/Hong Kong,4
Peach Garden,"Thomson Plaza, 301 Upper Thomson Road, #01-88",$51 - $80,Cantonese/Hong Kong,3.5
Peach Garden,"Orchid Country Club, 1 Orchid Club Road #02-35",$31 - $50,Cantonese/Hong Kong,4
Peachy in the Secret HideOut,803 North Bridge Road,Under $10,,
Pecori Japanese Egg Restaurant,"Liang Court, 177 River Valley Road #B1-47",$11 - $20,"French, Japanese",3.5
Penang A1 Chendol,Block 822 Tampines St 81 #01-190,Under $10,Taiwanese,
Penang Chiak - Food Republic,"I12 Katong, 112 East Coast Road #04-01",Under $10,Malaysian,
Penang Culture,"Jubilee Square, 61 Ang Mo Kio Ave 8 #01-07/08/09/10",$11 - $20,Malaysian,3
Penang Culture,"Changi Airport Terminal 2, 60 Airport Boulevard #036-087-01(Viewing Mall)",$11 - $20,Malaysian,4
Penang Culture,"JEM Shopping Mall, 50 Jurong Gateway Road #04-27",$11 - $20,Malaysian,
Penang Curry Mee - Malaysian Food Street,"Resorts World Sentosa, 8 Sentosa Gateway #14",Under $10,Malaysian,
Penang Delights - S11,Blk 711 Ang Mo Kio Avenue 8,Under $10,Malaysian,3.5
Penang Fried Kway Teow,Blk 448 Clementi Avenue 3  #01-1296,Under $10,Malaysian,
Penang Hai Beng Hainan Lor Mee - Malaysian Food Street,"Resorts World Sentosa, 8 Sentosa Gateway #16",Under $10,Malaysian,3
Penang Kia Prawn Mee,Blk 205D Compassvale Lane #01-02,Under $10,Malaysian,
Penang Kitchen,283 Tanjong Katong Road,$11 - $20,Malaysian,4
Penang Lim Brothers’ Char Koay Teow - Malaysian Food Street,"Resorts World Sentosa, 8 Sentosa Gateway #15",Under $10,Malaysian,3.5
Penang Road Famous Teochew Chendul,"Northpoint City South Wing, 930 Yishun Avenue 2, #01-168/169",$11 - $20,Malaysian,
Penang Seafood Restaurant,76 Lorong 25A Geylang,Under $10,Malaysian,4
Penang Street,"One@KentRidge, NUH Medical Centre, 1 Lower Kent Ridge Road #01-09 &amp; #01-19/20",$11 - $20,Malaysian,
Penyet Town,"Junction 10, 1 Woodlands Road #01-31",Under $10,Indonesian,3.5
Peony Jade,"Clarke Quay, 3A River Valley Road #02-02",$31 - $50,"Cantonese/Hong Kong, Sichuan",4.5
Peony Jade,"Keppel Club, 10 Bukit Chermin Road (M level)",$31 - $50,"Cantonese/Hong Kong, Sichuan",3.5
People Park Hakka Yong Tau Fu,290 Jalan Besar,Under $10,Hakka,
Peperoni Pizzeria,"Hillcrest Park, 6 Greenwood Ave",$21 - $30,Italian,4
Peperoni Pizzeria,"Suntec City Mall, 3 Temasek Boulevard #B1-130",$21 - $30,Italian,4
Pepper Lunch,"AMK Hub, 53 Ang Mo Kio Ave 3 #01-34",$11 - $20,"American, Japanese",4
Pepper Lunch,"Suntec City Mall, 3 Temasek Boulevard #B1-010",$11 - $20,Japanese,4
Pepper Lunch Express - Food Junction,"Junction 8 Shopping Centre, 9 Bishan Place #04-01",Under $10,"American, Japanese",3.5
Pepper Lunch Express - Food Junction,"Great World City, 1 Kim Seng Promenade #B1-16/17",Under $10,"American, Japanese",4.5
Pepper Lunch Express - Kopitiam,"Plaza Singapura, 68 Orchard Road #06-15",Under $10,"American, Japanese",4
Pepper Lunch Express,"United Square, 101 Thomson Road #B1-02",Under $10,"American, Japanese",
Pepper Lunch,"JEM, 50 Jurong Gateway Road #04-10/11/12",$11 - $20,"American, Japanese",3.5
Pepper Steakhouse &amp; Bistro,"Great World City, 1 Kim Seng Promenade #01-66/67",$31 - $50,Australian / New Zealand,3
PeraMakan Delicatessens,209 East Coast Road,$11 - $20,"Malaysian, Peranakan / Nonya",
Percolate,Blk 136 Bedok North Ave 3 #01-152B,$11 - $20,American,4
Perfecto Kitchen,"Nankin Row, 3 Pickering St #01-27/28",$11 - $20,Fusion,
Perfetto Cafe,11 Bussorah Street,$11 - $20,European,
Petite Patisserie,"Liang Court, 177 River Valley Road #B1-50 (Meidi-Ya Supermarket)",$21 - $30,French,
PGFN,"416 Pandan Gardens, #01-122",Under $10,Chinese,
PHO 99 Vietnamese Delights,57/58 Amoy St,$11 - $20,Vietnamese,
Pho House,"Suntec City Mall, 3 Temasek Boulevard #03-008 (Tropics Zone)",$11 - $20,Vietnamese,3.5
Pho Stop,72/74 Tanjong Pagar Road,$11 - $20,Vietnamese,4
Pho Street,"Westgate, 3 Gateway Drive, #B2-K6/K7",$11 - $20,Vietnamese,3
Pho Street,"The Centrepoint, 176A Orchard Road, #B1-14",Under $10,Vietnamese,
PhoPho Vietnamese Cuisine,"Telok Ayer Shop Houses, 123 Telok Ayer St",$11 - $20,Vietnamese,
Pick &amp; Bite - Makan Place,"Ngee Ann Polytechnic, 535 Clementi Road (Blk 51)",Under $10,Cantonese/Hong Kong,4
Pick Me Up Cafe,"Parkland Green, 920 East Coast Parkway #01-02",$11 - $20,,4
Picotin,100 Turf Club Road,$11 - $20,European,4
Pie Face Bakery Cafe,"313@Somerset, 313 Orchard Road #B3-10",Under $10,Australian / New Zealand,3.5
Pies &amp; Coffee,"Rochester Mall, 35 Rochester Drive #01-02",$11 - $20,,3.5
Pietrasanta,"Wessex Village Square, 5B Portsdown Road #01-03",$31 - $50,Italian,4
Pig Organ Soup Kway Chap - Kopitiam,"V Hotel, 70 Jellicoe Road",Under $10,,
Pig&#39;s Organ Soup . Kway Chap . Congee - Kopitiam,Blk 275D Compassvale Link #01-01,Under $10,,
Pin Si Restaurant,"Yishun Safra Country Club, 60 Yishun Ave 4, #02-V1",$11 - $20,,4
Pin Wei Seafood Kitchen,19 Toh Yih Drive,Under $10,"Singaporean, Chinese",
Pin Zhen Mixed Vegetable Rice . Porridge - 326 Coffeeshop,Blk 326 Woodlands St 32 #01-103,Under $10,,
Pince &amp; Pints,32-33 Duxton Road,$81 - $150,American,3.5
Ping Wei Zhi Jia,"Chomp Chomp Food Centre, 20 Kensington Park Road #01-09",Under $10,,4.5
Pioneer Spring,"SAFRA Mount Faber, 2 Telok Blangah Way #02-95",$11 - $20,Peranakan / Nonya,
Pique Nique,"JCube, 2 Jurong East Central 1 #01-08",$11 - $20,,3.5
Pique Nique,"Ngee Ann City, 391 Orchard Road #B1-01/02",$11 - $20,,3.5
Pirates on Robertson Quay,"Robertson Blue, 86 Robertson Quay #01-01",$11 - $20,"American, European",
Pita Pan,"Marina Square, 6 Raffles Boulevard #02-183A",$11 - $20,Middle Eastern/Mediterranean,3.5
Pizza Hut,"Bedok Mall, 311 New Upper Changi Road #B2-05/34",$11 - $20,,
Pizza Hut,"Junction 8 Shopping Centre, 9 Bishan Place #01-40",$11 - $20,,3.5
Pizza Hut,166 Bukit Batok West Avenue 8 #01-262,$11 - $20,,3.5
Pizza Hut,"Greenridge Shopping Centre, 524A Jelapang Road #01-04",$11 - $20,,3.5
Pizza Hut,"Lot One Shoppers&#39; Mall, 21 Choa Chu Kang Ave 4 #02-20",$11 - $20,,4
Pizza Hut,"Marina Square, 6 Raffles Boulevard #03-211",$11 - $20,,4
Pizza Hut,"Funan Digitalife Mall, 109 North Bridge Road #03-05/06",$11 - $20,,4
Pizza Hut,"Plaza Singapura, 68 Orchard Road #B2-01",$11 - $20,,3.5
Pizza Hut,"Holland Village MRT Station, 200 Holland Ave #B1-07",$11 - $20,,
Pizza Hut,251 Tanjong Katong Road,$11 - $20,,
Pizza Hut,Blk 139 Tampines Street 11 #01-66,$11 - $20,,3.5
Pizza Hut,"HarbourFront Centre, 1 Maritime Square #01-69",$11 - $20,,3.5
Pizza Hut,Blk 190 Toa Payoh Lorong 6 #02-516A,$11 - $20,,3.5
Pizzeria Mozza,"Marina Bay Sands, 10 Bayfront Avenue #B1-42/43/44/45/46 (The Shoppes)",$31 - $50,Italian,4
Plain Vanilla Bakery,"Holland Village, 34A Lorong Mambong",Under $10,,4
Plain Vanilla Bakery,1D Yong Siak St,Under $10,European,3.5
Plank Sourdough Pizza,"Opera Estate, 1 Swan Lake Avenue",$21 - $30,Italian,
Plate,"Carlton City Hotel, 1 Gopeng Street Level 3",$31 - $50,Multi-Cuisine,
Platform 1094,1094 Serangoon Rd,$21 - $30,Fusion,
Platypus Kitchen,"Bugis Junction, 200 Victoria St #01-90/91",$11 - $20,"Italian, Middle Eastern/Mediterranean",3.5
Platypus Test Kitchen,"Clifford Centre, 24 Raffles Place #02-02",$11 - $20,"Italian, Middle Eastern/Mediterranean",3.5
Plaza Brasserie,"PARKROYAL on Beach Road, 7500A Beach Road Level 1",$21 - $30,Multi-Cuisine,4
Pluck,31/33 Haji Lane,Under $10,,4
Ply Baked Goods,95 Soo Chow Walk,$21 - $30,,4.5
PODI,"Raffles City Shopping Centre, 252 North Bridge Road #B1-45",$11 - $20,American,3
Polar Puffs &amp; Cakes,"Jurong Point (JP1), 1 Jurong West Central 2 #B1-11",Under $10,,4
Polar Puffs &amp; Cakes,"Tan Tock Seng Hospital, 11 Jalan Tan Tock Seng #01-04",Under $10,,
Polar Puffs &amp; Cakes,"Sembawang Shopping Centre, 604 Sembawang Road #B1-K6",Under $10,,
Polar Puffs &amp; Cakes,"Compass Point, 1 Sengkang Square #01-44",Under $10,,4
Polar Puffs &amp; Cakes,"Nex, 23 Serangoon Central #03-K03/04",Under $10,,4
Pollen,"Gardens by the Bay, 18 Marina Gardens Drive #01-09 (Flower Dome)",$81 - $150,"Middle Eastern/Mediterranean, European",4
Pompompurin Cafe,"181, Orchard Road, Orchard Central, #04-08",$11 - $20,,3
Ponggol Hock Kee Seafood,"The Punggol Settlement, 3 Punggol Point Road, #01-08/09",$11 - $20,,3
Ponggol Nasi Lemak Centre,238 Tanjong Katong Road,Under $10,Malay,4
Ponggol Nasi Lemak Centre,965 Upper Serangoon Road,Under $10,Malay,3.5
Pontian Wanton Noodles,"Redhill Food Centre, Blk 85 Redhill Lane #01-59",Under $10,Malaysian,
Pontian Wanton Noodles,"Holland Village Market &amp; Food Centre, 1 Lorong Mambong #01-18",Under $10,Malaysian,4
Pontian Wanton Noodles,Blk 84 Marine Parade Central #01-167,Under $10,Malaysian,3.5
Pontian Wanton Noodles,"1 Pasir Ris Central Street 3, #B1-07/08 White Sands",Under $10,Malaysian,
Pontian Wanton Noodles,"United Square, 101 Thomson Road #B1-20",Under $10,Malaysian,4.5
Pontini,"Grand Copthorne Waterfront Hotel, 391 Havelock Road Level 2",$21 - $30,Italian,4
Pool Grill,"Singapore Marriott Tang Plaza Hotel, 320 Orchard Road Level 5",$31 - $50,European,3.5
Poon Nah City Home Made Noodle,"City Plaza, 810 Geylang Road",Under $10,,3.5
Popeyes Louisiana Kitchen,"Jubilee Square, 61 Ang Mo Kio Avenue 8 #01-100",Under $10,American,4
Popeyes Louisiana Kitchen,"Singapore Flyer, 30 Raffles Ave #01-13",Under $10,American,4
Popeyes Louisiana Kitchen,"IMM, 2 Jurong East St 21 #01-31/32",Under $10,American,
Popeyes Louisiana Kitchen,"Orchard Xchange, 437 Orchard Road #B1-19/23",Under $10,American,3.5
Popeyes Louisiana Kitchen,"Downtown East, 1 Pasir Ris Close #01-35/36 (Main Street)",Under $10,American,4
Popeyes Louisiana Kitchen,"Century Square, 2 Tampines Central 5 #05-14",Under $10,American,3.5
Por Kee Eating House,"69 Bukit Merah, Seng Poh Lane #01-02",Under $10,Cantonese/Hong Kong,4
Porridge - Bukit Panjang Coffee Shop,Blk 163 Gangsa Road,Under $10,"Singaporean, Chinese",
Porridge Paradise,2 Tan Quee Lan St #01-02,Under $10,Chinese,
Porterhouse - Grill &amp; Bar,111/113 Killiney Road,$31 - $50,,
Portico,991B Alexandra Road #01-10,$11 - $20,European,
Portico Prime,10 Dempsey Rd #01-20,$31 - $50,European,4
Pot-1 - Koufu,Blk 478 Tampines St 44 #01-221,Under $10,,
Pot Art,"Esplanade Mall, 8 Raffles Avenue #01-13",$11 - $20,Singaporean,
Potato Head Folk,36 Keong Saik Road,$11 - $20,,3.5
Potion Bistro &amp; Bar,"Nostalgia Hotel, 77 Tiong Bahru Road",$31 - $50,,
Potluck,"IMM, 2 Jurong East St 21 #01-101A",Under $10,Chinese,3.5
Poulet,"Bedok Mall, 311 New Upper Changi Road #B2-31/32",$11 - $20,French,
Poulet,"Bugis+, 201 Victoria St #04-12",$11 - $20,French,3.5
Poulet,"VivoCity, 1 Harbourfront Walk #01-175/176/177",$11 - $20,French,3.5
Prata Planet,Blk 320 Clementi Avenue 4 #01-35/37,Under $10,Indian,4
Prata Saga Sambal Berlada,"Tekka Centre, 665 Buffalo Road #01-258",Under $10,Indian,
Prata Wala,"Bedok Mall, 311 New Upper Changi Road #01-76",Under $10,Indian,
Prawn Cracker,Blk 302 Choa Chu Kang Ave 4,Under $10,,5
Prego,"Fairmont Singapore, 80 Bras Basah Road Level 1",$51 - $80,Italian,3.5
Prima Tower Revolving Restaurant,"Prima Tower, 201 Keppel Road",$31 - $50,Beijing,3.5
PrimaDeli,"VivoCity, 1 Harbourfront Walk #B2-K1",Under $10,,
PrimaDeli,"Khatib Central, Blk 846 Yishun Ring Road #01-3633",Under $10,,4
Princess Terrace Caf&#233;,"Copthorne King&#39;s Hotel, 403 Havelock Road Lobby",$21 - $30,"Malaysian, Peranakan / Nonya",3.5
Priv&#233; Caf&#233;,"Marina at Keppel Bay, 2 Keppel Bay Vista",$21 - $30,"American, Italian",3.5
Priv&#233;,"Asian Civilisations Museum, 1 Empress Place #01-02",$11 - $20,American,
Procacci,"Customs House, 70 Collyer Quay #01-04",$51 - $80,Italian,
Project A&#231;a&#237;,"Takashimaya, 391 Orchard Road",$11 - $20,,
Provence,"Holland Village, 269 Holland Ave",Under $10,Japanese,4
Provisions,7 Dempsey Road #01-04,$31 - $50,"Singaporean Chinese, Fusion",
PS.Cafe,28B Harding Road,$21 - $30,,4
PS.Cafe,"Palais Renaissance, 390 Orchard Road #02-09A",$21 - $30,American,4
PS.Cafe,"Paragon S.C, 290 Orchard Road, #03-41/44",$21 - $30,,3.5
PS.Cafe Petit,"78 Guan Chuan Street, #01-41",$21 - $30,American,
PS.Cafe,"A.S.H Park, 45 Ann Siang Road #02-02",$21 - $30,American,3.5
Punch,32 North Canal Road,$21 - $30,,
Punggol Nasi Padang,"JCube, 2 Jurong East Central 1 #B1-11",Under $10,"Indian, Malay",3
Punggol Nasi Padang,"Far East Plaza, 14 Scotts Road #01-07A",Under $10,"Indian, Malay",3
Punggol Noodles,"Hougang 105 Hainanese Village Centre, Blk 105 Hougang Ave 1 #02-24",Under $10,,4
Purple Mustard,"Icon Village,12 Gopeng St #01-31/32",Under $10,,
PUTIEN,127-129 Kitchener Road,$21 - $30,Fujian/Heng Hwa,4
PUTIEN,"Parkway Parade, 80 Marine Parade Road #02-13/13A",$11 - $20,Fujian/Heng Hwa,4
PUTIEN,2 Orchard Turn #04-12,$11 - $20,Fujian/Heng Hwa,
PUTIEN,"Nex, 23 Serangoon Central #02-18/19",$11 - $20,Fujian/Heng Hwa,4
PUTIEN,"Tampines Mall, 4 Tampines Central 5 #B1-27",$11 - $20,,4
Putri Hayyu Authentic Cafe,"Parklane Shopping Mall, 35 Selegie Road",Under $10,Filipino,
Pyramid,17 Baghdad Street,$11 - $20,Middle Eastern/Mediterranean,
Qi Ji,"Bugis Village, 160 Rochor Road",Under $10,Malay,4
Qi Ji,"The Star Vista, 1 Vista Exchange Green #01-22",Under $10,Malay,
Qi Ji,"Funan Digitalife Mall, 109 North Bridge Road #01-17",Under $10,Malay,3.5
Qi Ji,"Nex, 23 Serangoon Central #03-10",Under $10,,4
Qi Ji,"Tiong Bahru Plaza, 302 Tiong Bahru Road #02-11",Under $10,Singaporean,4
Qi Wei Ji Bao,947 Upper Serangoon Road,Under $10,"Chinese, Singaporean Chinese",3.5
Qian Xi Restaurant,"Civil Service Club, 60 Tessensohn Road",$31 - $50,Cantonese/Hong Kong,
Qing Tian Desserts,"115 Bukit Merah View &amp; Food Centre, Blk 115 Bukit Merah View #01-42",Under $10,"Singaporean, Chinese",
Qiu Lian Ban Mee,"Super 28 Coffeeshop, Blk 184 Toa Payoh Central",Under $10,Chinese,3.5
QQ Noodle House,"Bugis Village, 231 Victoria St",Under $10,Malaysian,3.5
QQ Noodle House,"Park Mall, 9 Penang Road #B1-06",Under $10,Malaysian,
QQ Rice,"AMK Hub, 53 Ang Mo Kio Ave 3 #B2-07",Under $10,Taiwanese,3
QQ Rice,"One Raffles Place, 1 Raffles Place #B1-07",Under $10,Taiwanese,
Quan Ann Prawn Mee,"Shunfu Mart, 320 Shunfu Road #02-11",Under $10,,
Quan Fang Coffee Stall,"Tampines Round Market &amp; Food Centre, Blk 137 Tampines St 11 #01-34",Under $10,,
Queenstown Popiah,"Yuhua Village Market &amp; Food Centre, Blk 254 Jurong East St 24 #01-27",Under $10,,3.5
Queensway Famous Curry Chicken,"Queensway Shopping Centre, 1 Queensway #01-60",Under $10,Singaporean Chinese,4
Quentin&#39;s The Eurasian Restaurant,"Eurasian Community House, 139 Ceylon Road",$11 - $20,Fusion,3.5
Qui Yun Ban Mian - Jasen Foodcourt,69 Ayer Rajah Crescent #02,Under $10,"Singaporean, Chinese",
Quiznos,"Changi Airport Terminal 1, 80 Airport Boulevard (Arrival Hall)",Under $10,American,4
Quiznos,"Square 2, 10 Sinaran Drive #01-47",Under $10,American,4
Quiznos,"Far East Square, 47 Pekin St #01-01",Under $10,American,4
R&amp;B Tea,"White Sands,  Pasir Ris Central Street 3, #02-K5/K6",Under $10,Taiwanese,
R&amp;B Tea,"‎Tampines MRT Station, 20 Tampines Central 1, #01-18",Under $10,Taiwanese,
Rabbit Owl Depot,"North Bridge Centre, 420 North Bridge Road #01-06",$11 - $20,,3.5
Rabia Muslim Food,"Circuit Road Hawker Centre, Blk 79/79A Circuit Road #01-96",Under $10,"Malay, Singaporean",
Racines,"Sofitel Singapore City Centre, 9 Wallich Street",$51 - $80,"French, Singaporean Chinese",
Raffles Grill,"Raffles Hotel, 1 Beach Road",$151 - $300,"French, European",
Rahim Muslim Food,"Fu Chan Coffee Shop, Blk 721 Ang Mo Kio Ave 8 #01-04",Under $10,Malay,4
Railway Bento,"CT Hub, 2 Kallang Ave #02-16",Under $10,Taiwanese,
Rakuichi Japanese Restaurant,"Far East Shopping Centre, 545 Orchard Road #03-11",$21 - $30,Japanese,3.5
Rakuichi Japanese Restaurant,"Greenwich V, 1 Seletar Road, #02-12",$21 - $30,Japanese,
Ramen Champion,"Bugis+, 201 Victoria Street, #04-10",$21 - $30,Japanese,4
Ramen Champion,"6, Eu Tong Sen Street, #03-89",$21 - $30,Japanese,
Ramen Champion,"Great World City, 1 Kim Seng Promenade #01-22",$11 - $20,Japanese,3.5
Ramen Culture,85 East Coast Road,$11 - $20,Japanese,
Ramen Isshi,"One Raffles Place, 1 Raffles Place #04-29",$11 - $20,Japanese,4
Ramen Kagetsu Arashi,"The Star Vista, 1 Vista Exchange Green #01-41",$11 - $20,Japanese,3.5
Ramen Keisuke Kani King,"Cathay Cineleisure Orchard, 8 Grange Road, #01-03",$11 - $20,Japanese,
Ramen Keisuke Lobster King,"The Cannery, 3C River Valley Road #01-07",$11 - $20,Japanese,
Ramen Keisuke Tonkotsu King Niku King,"Paya Lebar Square, 60 Paya Lebar Road, #01-02/03/04",$11 - $20,Japanese,
Ramen Keisuke Tonkotsu King,"Paya Lebar Square, 60 Paya Lebar Road #01-04",$11 - $20,Japanese,
Ramen Keisuke Tonkotsu King,"Orchid Hotel, 1 Tras Link #01-19",$21 - $30,Japanese,4
Ramen - Koufu,"HDB Hub, Blk 500 Lorong 6 Toa Payoh #02-30",Under $10,Japanese,3.5
Ramen Santouka,"The Central, 6 Eu Tong Sen St #02-76",$11 - $20,Japanese,4
Ramen Santouka,"Cuppage Terrace, 21 Cuppage Road",$11 - $20,Japanese,4
Ramen Ten,"Far East Plaza, 14 Scotts Road #01-22",$11 - $20,Japanese,2.5
RamenPlay,"Junction 8 Shopping Centre, 9 Bishan Place #01-51",$11 - $20,Japanese,3.5
RamenPlay,"Manulife Centre, 51 Bras Basah Road #01-02",$11 - $20,Japanese,
RamenPlay,"Nex, 23 Serangoon Central #B2-58",$11 - $20,Japanese,3.5
RamenPlay,"BreadTalk Mall, 30 Tai Seng St #01-03",$11 - $20,Japanese,
Rasa Istimewa Waterfront Restaurant,"Woodlands Waterfront Park, 6A Admiralty Road West",Under $10,"Singaporean, Singaporean Western",
Rasa Padang - Bagus,"IMM, 2 Jurong East St 21 #03-55",Under $10,"Malay, Singaporean",
Rasa Rasa Oleh Mommy,"89 Circuit Road Hawker Centre, 89 Circuit Road #01-125",Under $10,Malay,
Rasa Sayang Western Food,Blk 711 Ang Mo Kio Ave 8 #01-07,Under $10,,3
Raven,"Chijmes, 30 Victoria Street #B1-01/02",$31 - $50,"American, Fusion",
Real Food,"The Central, 6 Eu Tong Sen St #B1-52",$11 - $20,Fusion,4
Real Food,"Square 2, 10 Sinaran Drive #B1-105/106/109",$11 - $20,Fusion,3.5
Red Eye Smokehouse,1 Cavan Road,$21 - $30,American,
Red Ginger,"IMM, 2 Jurong East St 21 #01-46",Under $10,Malay,4
Red House Seafood,68 Prinsep Street,$31 - $50,Singaporean Chinese,4
Red House Seafood,"The Quayside, 60 Robertson Quay #01-14",$31 - $50,,4
Red Lantern Restaurant,Blk 424 Bukit Batok West Ave 2 #01-243,Under $10,Chinese,
Red Mango,"Marina Bay Link Mall, 8A Marina Boulevard #B2-01/02",Under $10,,4.5
Red Mango,"Wilkie Edge, 8 Wilkie Road #01-07",Under $10,,4
Red Mango,"*Scape, 2 Orchard Link",Under $10,,4
Reddo Sushi,"Bugis+, 201 Victoria St #04-13",$11 - $20,Japanese,
Redhill,"Redhill Food Centre, Blk 85 Redhill Lane #01-43",Under $10,"Singaporean, Chinese",
Redhill Curry Rice,"Redhill Food Centre, Blk 85 Redhill Lane #01-95",Under $10,,3
Redhill Lor Duck Rice and Noodles,"Redhill Food Centre, Blk 85 Redhill Lane #01-79",Under $10,"Singaporean, Chinese",
Redpan,"Marina Square, 6 Raffles Boulevard #02-03/04",$11 - $20,Fusion,
RedRing Treasure Cutlet Noodles - Food Republic,"Wisma Atria, 435 Orchard Road",Under $10,"Singaporean, Chinese",
REFLECTIFF,"Crowne Plaza Changi Airport, 75 Airport Boulevard Level 1",$31 - $50,American,
Refuel,Blk 744 Bedok Reservoir Road #01-3029,$11 - $20,,4
Ren Ren Desserts,"Katong Shopping Centre, 865 Mountbatten Road #B1-66",Under $10,,4
Reservation @ Vicki&#39;s,315 Tanjong Katong Road,$31 - $50,"Fusion, Multi-Cuisine",
Restaurant Absinthe ,46 Bukit Pasoh Road ,$51 - $80,French,4
Restaurant Andr&#233;,41 Bukit Pasoh Road,$151 - $300,French,
Restaurant Hoshigaoka,"The Grandstand, 200 Turf Club Road #01-31",$11 - $20,Japanese,
Revelry,21 Lorong Kilat #01-02,$11 - $20,,
Revolution Coffee,"Infinite Studios, 21 Media Circle #01-03A",$11 - $20,,3.5
Rhubarb Le Restaurant,3 Duxton Hill,$151 - $300,French,
Ri Ri Hong Mala Xiang Guo,"People&#39;s Park Food Centre, 32 New Market Road #01-1042 &amp; #01-1052",Under $10,Sichuan,4
Ri Ri Mala Hotpot,"People&#39;s Park Complex Food Centre, 32 New Market Road #01-1042",Under $10,,4
Ricciotti,"The Riverwalk, 20 Upper Circular Road #B1-49/50",$31 - $50,Italian,3.5
Ricciotti Pizza Pasta Grill,"The Star Vista, 1 Vista Exchange Green #01-33/K2",$21 - $30,Italian,3.5
Rice &amp; Fries,484 Changi Road,$11 - $20,,3.5
Rich &amp; Good Cake Shop,24 Kandahar St,Under $10,Fusion,3.5
Richie’s Crispy Puff,Blk 47 Tanglin Halt Road #01-325,Under $10,Singaporean,4
Richie’s Crispy Puff,Blk 349 Jurong East Ave 1 #01-1201,Under $10,Singaporean,3.5
Richton,"476A Pasir Ris Drive 6, #01-600",Under $10,Singaporean,
Riders Caf&#233;,51 Fairways Drive,$21 - $30,Fusion,4
Rise &amp; Grind Coffee Co.,"Bukit Timah Plaza, 1 Jalan Anak Bukit #L1-CA1",$11 - $20,,
RISE,"Marina Bay Sands, 10 Bayfront Avenue (Tower 1, Hotel Lobby)",$51 - $80,Multi-Cuisine,4
Ristorante Italiano Pietro,12 Jalan Kelulut,$11 - $20,Italian,4
Ristorante Takada,"Alexis Condominium, 356 Alexandra Road #01-07",$81 - $150,"Italian, Japanese",
Ritz Apple Strudel,"Bugis Junction, 200 Victoria St #B1-K12",Under $10,,4
Ritz Apple Strudel,534 North Bridge Road,Under $10,,3.5
Ritz Apple Strudel,"Royalville, 833 Bukit Timah Road #01-10",Under $10,,4
Ritz Apple Strudel,"Jurong East Bus Interchange, 60 Jurong Gateway Road",Under $10,,
